,ActualWarrenty,CompanyWarranty,ContactForce,Cracks,CurrentFlow,DateTime,DeviceCategory,DeviceSpeed,DynamicAcceleration,EnvTemperature,HeatGenerated,Humidity,ImpactAcceleration,LateralAcceleration,Latitude,Longitude,Noofdevices,RepairedNo,Strain,StructureDistortion,StructureMovement,TransverseDeformation,UsagePerDay,VerticalContactForce,VerticalDisplacement,Vibration:,Voltage,WindSpeed,category
2040,30,1,9127,1,16,2018-01-20,Diamond Tools,1623,18,46,83,99,9,18,24,56,57,4,10,4,2,4,14,1275,50,111,164,32,Power Tools
2041,42,1,9758,1,16,2018-01-20,Drilling and Demolition Tools,1490,247,57,52,46,4,184,9,151,30,1,0,2,4,8,1,1406,2,83,171,46,Power Tools
2042,28,1,3671,0,16,2018-01-20,Measuring Tools,1917,114,28,46,68,27,31,22,102,2,5,8,0,2,10,11,1662,7,166,259,25,Power Tools
2043,2,1,2046,0,16,2018-01-20,Cordless Power Tools,598,142,54,44,91,26,104,44,44,31,2,10,4,3,1,22,1530,3,93,261,13,Power Tools
2044,36,1,6388,1,16,2018-01-20,Fastening Systems,1460,149,57,95,92,28,244,40,168,57,1,9,1,5,2,3,1899,30,107,215,21,Power Tools
2045,44,1,8109,1,16,2018-01-21,Diamond Tools,768,157,20,74,100,24,168,84,141,42,1,0,9,2,10,13,1837,12,73,175,23,Power Tools
2046,48,1,6668,1,16,2018-01-21,Drilling and Demolition Tools,784,243,50,90,79,15,65,7,63,47,2,4,5,6,4,7,1181,36,232,161,21,Power Tools
2047,15,1,1557,1,16,2018-01-21,Measuring Tools,525,125,59,80,49,8,6,11,172,17,3,0,4,1,5,18,1748,30,71,253,34,Power Tools
2048,19,1,5190,1,16,2018-01-21,Cordless Power Tools,699,43,33,80,95,19,50,71,78,24,4,10,0,2,10,0,1899,16,212,221,12,Power Tools
2049,23,1,9748,0,16,2018-01-21,Fastening Systems,1695,26,42,85,74,2,51,74,147,56,0,2,7,6,0,3,1779,34,225,262,1,Power Tools
2050,47,1,7556,0,16,2018-01-22,Diamond Tools,1381,74,21,74,98,30,172,21,117,31,1,2,2,7,0,0,1962,3,84,153,37,Power Tools
2051,26,1,5756,0,16,2018-01-22,Drilling and Demolition Tools,1396,148,46,95,80,24,221,60,119,36,0,4,10,6,10,3,1793,48,164,252,14,Power Tools
2052,35,1,4987,1,16,2018-01-22,Measuring Tools,1034,223,48,60,67,17,180,3,146,23,1,0,10,6,9,3,1408,1,107,233,50,Power Tools
2053,47,1,1148,1,16,2018-01-22,Cordless Power Tools,1851,165,47,40,41,29,222,90,114,22,3,10,3,1,2,23,1964,45,191,220,39,Power Tools
2054,3,1,6464,1,16,2018-01-22,Fastening Systems,1327,109,45,56,60,14,202,87,168,38,4,10,1,6,5,19,1438,40,229,241,19,Power Tools
2055,1,1,7892,1,16,2018-01-23,Diamond Tools,1099,141,21,82,83,8,122,69,89,18,1,3,1,6,1,1,1859,5,102,222,33,Power Tools
2056,16,1,1729,0,16,2018-01-23,Drilling and Demolition Tools,1679,149,42,65,89,1,180,21,135,9,5,6,7,4,9,1,1092,29,221,152,6,Power Tools
2057,46,1,6213,0,16,2018-01-23,Measuring Tools,1343,226,24,75,94,12,30,45,154,0,3,5,7,8,8,1,1839,38,132,169,37,Power Tools
2058,9,1,6260,0,16,2018-01-23,Cordless Power Tools,1191,113,42,56,53,27,141,59,143,8,2,5,4,2,5,11,1748,25,175,218,27,Power Tools
2059,44,1,9832,0,16,2018-01-23,Fastening Systems,1010,150,46,57,77,13,200,22,44,5,1,4,10,3,6,6,1091,23,180,164,13,Power Tools
2060,13,1,6356,0,16,2018-01-24,Diamond Tools,1895,218,42,44,71,6,247,45,87,40,3,8,6,6,2,18,1060,14,99,212,42,Power Tools
2061,19,1,3756,1,16,2018-01-24,Drilling and Demolition Tools,1662,146,42,77,84,9,113,74,107,14,4,2,5,10,0,2,1967,31,193,173,23,Power Tools
2062,17,1,6371,1,16,2018-01-24,Measuring Tools,1280,99,49,96,39,3,171,54,165,54,2,0,7,0,7,6,1982,15,56,178,28,Power Tools
2063,48,1,6057,1,16,2018-01-24,Cordless Power Tools,1168,106,58,60,58,12,153,42,73,31,2,6,4,7,2,18,1530,43,131,247,0,Power Tools
2064,14,1,4755,0,16,2018-01-24,Fastening Systems,1964,74,48,71,60,28,143,5,166,60,5,6,5,4,6,20,1686,22,45,270,20,Power Tools
2065,51,1,1755,1,16,2018-01-25,Diamond Tools,764,112,24,55,77,1,140,30,15,56,0,6,0,4,10,2,1349,16,89,220,14,Power Tools
2066,45,1,3841,0,16,2018-01-25,Drilling and Demolition Tools,1162,6,47,61,64,5,158,71,90,38,2,2,7,9,5,17,1970,3,134,175,27,Power Tools
2067,12,1,9123,1,16,2018-01-25,Measuring Tools,854,169,46,80,47,3,7,53,75,12,5,9,7,0,3,3,1737,20,4,217,17,Power Tools
2068,47,1,2301,1,16,2018-01-25,Cordless Power Tools,600,213,21,81,52,23,88,60,31,31,3,2,8,6,8,8,1540,39,151,231,44,Power Tools
2069,2,1,9144,0,16,2018-01-25,Fastening Systems,601,218,60,64,38,10,203,14,130,39,5,6,8,9,1,10,1004,9,126,252,10,Power Tools
2070,51,1,8681,0,16,2018-01-26,Diamond Tools,1957,53,51,68,67,17,97,27,101,3,0,7,7,5,5,8,1861,44,109,250,50,Power Tools
2071,30,1,2425,0,16,2018-01-26,Drilling and Demolition Tools,635,196,30,78,79,1,233,11,138,53,5,3,4,4,10,11,1855,8,135,173,24,Power Tools
2072,35,1,4823,1,16,2018-01-26,Measuring Tools,1493,73,43,75,43,5,54,83,84,46,4,7,3,5,4,21,1280,12,19,206,18,Power Tools
2073,3,1,1534,0,16,2018-01-26,Cordless Power Tools,1692,182,45,45,46,28,49,51,19,13,4,4,2,3,9,0,1888,21,107,213,38,Power Tools
2074,36,1,2441,0,16,2018-01-26,Fastening Systems,1047,18,35,78,37,12,94,29,152,2,3,6,8,8,0,21,1059,26,72,245,31,Power Tools
2075,1,1,7297,0,16,2018-01-27,Diamond Tools,1845,227,46,58,72,0,25,22,1,58,2,6,6,0,8,0,1242,21,16,168,7,Power Tools
2076,34,1,3675,1,16,2018-01-27,Drilling and Demolition Tools,1144,208,59,56,62,20,69,83,1,36,5,10,5,7,2,20,1398,16,51,196,46,Power Tools
2077,41,1,3944,0,16,2018-01-27,Measuring Tools,1038,207,34,48,73,14,148,51,1,9,5,3,0,5,7,0,1415,27,135,164,35,Power Tools
2078,15,1,3369,1,16,2018-01-27,Cordless Power Tools,1207,189,46,61,63,5,105,27,166,21,2,3,6,10,2,7,1516,21,194,226,13,Power Tools
2079,12,1,1373,0,16,2018-01-27,Fastening Systems,1238,104,31,69,66,13,149,1,102,55,3,4,10,4,0,18,1912,16,9,241,30,Power Tools
2080,34,1,9359,1,16,2018-01-28,Diamond Tools,1905,155,30,90,50,1,117,44,36,40,3,8,4,2,3,1,1296,19,117,227,11,Power Tools
2081,50,1,4770,1,16,2018-01-28,Drilling and Demolition Tools,1100,47,54,80,48,14,87,67,165,8,1,3,7,10,7,20,1575,31,43,229,21,Power Tools
2082,32,1,5276,1,16,2018-01-28,Measuring Tools,1291,169,39,72,43,12,51,49,8,36,1,10,4,4,7,3,1357,29,82,195,31,Power Tools
2083,21,1,6438,1,16,2018-01-28,Cordless Power Tools,883,75,35,92,65,21,100,65,30,20,1,4,4,6,10,2,1366,21,76,161,30,Power Tools
2084,33,1,3301,0,16,2018-01-28,Fastening Systems,1836,11,41,78,56,7,39,54,30,59,0,0,1,8,6,16,1598,22,111,213,36,Power Tools
2085,45,1,5077,1,16,2018-01-29,Diamond Tools,1662,165,58,85,54,5,218,20,177,44,5,7,3,3,10,8,1018,48,211,242,21,Power Tools
2086,16,1,2541,1,16,2018-01-29,Drilling and Demolition Tools,1684,107,36,77,34,19,129,88,133,9,0,1,2,10,5,11,1545,14,190,190,21,Power Tools
2087,36,1,3205,1,16,2018-01-29,Measuring Tools,1593,183,21,93,74,2,155,28,4,17,1,10,4,4,7,1,1085,0,22,217,34,Power Tools
2088,33,1,1018,1,16,2018-01-29,Cordless Power Tools,531,61,48,61,43,14,167,21,166,39,5,7,2,7,8,3,1056,5,58,188,29,Power Tools
2089,18,1,7444,1,16,2018-01-29,Fastening Systems,1321,127,22,71,87,18,136,57,172,35,5,6,5,0,4,4,1391,34,87,184,43,Power Tools
2090,3,1,2213,0,16,2018-01-30,Diamond Tools,1205,107,60,83,52,5,131,59,78,60,2,1,2,3,8,24,1315,30,75,197,9,Power Tools
2091,3,1,8795,0,16,2018-01-30,Drilling and Demolition Tools,1954,114,21,62,36,6,91,57,173,50,4,8,9,5,9,5,1576,12,65,221,35,Power Tools
2092,18,1,3938,1,16,2018-01-30,Measuring Tools,1857,164,36,75,35,3,222,10,179,30,5,9,10,8,5,13,1019,19,72,150,16,Power Tools
2093,11,1,3289,0,16,2018-01-30,Cordless Power Tools,798,200,33,73,35,28,129,29,115,52,1,4,6,7,8,21,1842,23,60,188,41,Power Tools
2094,39,1,7359,0,16,2018-01-30,Fastening Systems,826,231,25,58,42,14,10,38,39,3,5,0,8,1,5,6,1107,18,173,163,35,Power Tools
2095,3,1,1882,1,16,2018-01-31,Diamond Tools,1085,204,49,52,40,14,41,35,130,32,0,6,5,0,10,12,1326,33,197,228,40,Power Tools
2096,12,1,1147,0,16,2018-01-31,Drilling and Demolition Tools,1812,129,33,52,53,11,153,68,88,19,5,3,1,3,4,20,1208,2,91,159,24,Power Tools
2097,15,1,9180,1,16,2018-01-31,Measuring Tools,1147,17,34,72,47,6,213,73,5,17,0,1,10,9,7,14,1009,10,214,252,37,Power Tools
2098,16,1,9991,0,16,2018-01-31,Cordless Power Tools,923,233,59,89,76,16,4,44,101,44,2,2,1,6,1,1,1605,30,229,154,50,Power Tools
2099,50,1,1982,1,16,2018-01-31,Fastening Systems,836,32,36,70,62,22,166,76,158,27,1,5,7,4,1,12,1970,26,170,224,11,Power Tools
2100,40,1,1097,1,16,2018-02-01,Diamond Tools,1398,242,29,90,33,11,114,78,142,41,4,3,3,4,10,2,1843,21,157,185,2,Power Tools
2101,39,1,3559,1,16,2018-02-01,Drilling and Demolition Tools,1562,57,20,45,96,12,180,66,89,5,1,4,5,10,2,16,1709,9,170,201,42,Power Tools
2102,32,1,6578,0,16,2018-02-01,Measuring Tools,1067,98,36,95,91,6,189,11,159,12,4,8,2,7,1,23,1255,11,32,259,6,Power Tools
2103,33,1,7507,0,16,2018-02-01,Cordless Power Tools,852,112,47,76,50,23,22,1,171,16,2,4,3,7,9,11,1129,5,124,157,47,Power Tools
2104,27,1,5945,0,16,2018-02-01,Fastening Systems,1635,232,56,77,48,12,95,43,33,44,5,4,2,8,1,3,1386,11,126,224,7,Power Tools
2105,16,1,5786,0,16,2018-02-02,Diamond Tools,1310,200,58,52,74,10,22,17,103,11,0,2,7,8,10,14,1555,31,213,250,45,Power Tools
2106,48,1,5338,0,16,2018-02-02,Drilling and Demolition Tools,1283,25,27,94,82,1,111,15,131,18,0,2,5,4,3,5,1338,46,249,175,36,Power Tools
2107,20,1,8823,0,16,2018-02-02,Measuring Tools,1655,248,52,63,84,30,52,21,99,43,3,5,6,0,9,0,1980,7,230,253,23,Power Tools
2108,37,1,7355,0,16,2018-02-02,Cordless Power Tools,672,120,33,72,48,20,16,89,96,18,5,9,0,7,6,14,1271,9,29,159,35,Power Tools
2109,39,1,3852,1,16,2018-02-02,Fastening Systems,1784,35,20,94,34,26,60,69,6,3,4,4,1,8,1,3,1927,45,9,204,30,Power Tools
2110,26,1,6302,0,16,2018-02-03,Diamond Tools,1179,246,59,99,49,24,172,28,32,14,4,5,0,0,5,5,1177,45,142,257,32,Power Tools
2111,36,1,1884,1,16,2018-02-03,Drilling and Demolition Tools,1476,118,45,53,60,6,224,20,165,54,1,8,4,6,4,1,1479,4,42,236,22,Power Tools
2112,50,1,3726,1,16,2018-02-03,Measuring Tools,1748,173,47,53,94,27,35,90,133,23,2,8,7,2,3,7,1527,3,66,213,8,Power Tools
2113,32,1,2139,1,16,2018-02-03,Cordless Power Tools,883,51,55,70,51,5,1,49,74,55,5,2,6,7,6,17,1435,8,209,218,14,Power Tools
2114,52,1,8300,1,16,2018-02-03,Fastening Systems,998,72,20,82,51,29,142,73,160,2,2,8,1,1,3,6,1404,31,117,194,30,Power Tools
2115,29,1,7781,1,16,2018-02-04,Diamond Tools,1501,225,49,50,97,20,3,1,78,1,0,2,2,3,4,16,1261,39,180,216,38,Power Tools
2116,26,1,6701,1,16,2018-02-04,Drilling and Demolition Tools,1595,196,28,72,31,23,97,46,13,8,0,2,7,4,1,16,1348,8,58,250,26,Power Tools
2117,1,1,1134,0,16,2018-02-04,Measuring Tools,1109,81,50,96,83,27,200,17,43,4,4,8,3,3,1,0,1877,15,172,256,33,Power Tools
2118,45,1,1026,0,16,2018-02-04,Cordless Power Tools,795,99,59,76,43,29,119,64,125,8,1,3,3,6,8,20,1899,22,139,165,26,Power Tools
2119,3,1,3863,1,16,2018-02-04,Fastening Systems,1679,121,58,48,52,9,84,16,22,25,2,1,8,1,7,0,1587,39,134,214,44,Power Tools
2120,48,1,5292,1,16,2018-02-05,Diamond Tools,1825,47,59,71,74,23,109,5,146,16,4,3,7,4,10,3,1924,29,5,244,23,Power Tools
2121,11,1,5772,1,16,2018-02-05,Drilling and Demolition Tools,1572,74,23,40,56,8,98,20,41,38,1,3,7,10,0,20,1722,6,152,206,26,Power Tools
2122,16,1,2945,1,16,2018-02-05,Measuring Tools,1010,187,53,98,45,0,60,37,142,48,2,1,5,10,0,4,1027,26,35,260,22,Power Tools
2123,15,1,2552,1,16,2018-02-05,Cordless Power Tools,1684,13,43,85,64,28,181,21,95,39,3,10,10,0,0,19,1223,11,187,204,37,Power Tools
2124,33,1,5395,0,16,2018-02-05,Fastening Systems,1139,243,25,57,92,22,239,57,180,22,2,8,2,0,5,14,1486,37,91,212,45,Power Tools
2125,45,1,9586,0,16,2018-02-06,Diamond Tools,1884,190,37,58,54,19,2,82,153,15,0,5,2,5,2,18,1488,41,163,186,18,Power Tools
2126,9,1,1170,1,16,2018-02-06,Drilling and Demolition Tools,1432,183,41,55,75,2,171,28,8,19,0,6,3,2,7,3,1381,6,204,177,43,Power Tools
2127,14,1,2732,0,16,2018-02-06,Measuring Tools,1816,232,28,98,56,11,135,64,78,14,4,4,6,2,6,21,1770,32,127,217,2,Power Tools
2128,50,1,1932,0,16,2018-02-06,Cordless Power Tools,1598,225,25,63,80,29,18,17,157,47,3,2,9,9,2,10,1084,22,64,239,5,Power Tools
2129,10,1,9848,0,16,2018-02-06,Fastening Systems,1084,32,37,69,38,21,11,7,5,28,5,8,10,8,3,20,1827,46,140,188,28,Power Tools
2130,36,1,3079,0,16,2018-02-07,Diamond Tools,1018,111,35,92,92,13,247,90,93,23,4,5,3,1,2,6,1838,25,96,229,16,Power Tools
2131,8,1,4368,1,16,2018-02-07,Drilling and Demolition Tools,1403,224,49,48,55,29,109,35,129,37,4,2,4,9,9,0,1883,22,123,270,25,Power Tools
2132,4,1,8550,1,16,2018-02-07,Measuring Tools,783,224,56,95,31,26,186,71,134,17,1,8,2,1,2,19,1034,29,225,210,28,Power Tools
2133,35,1,2322,1,16,2018-02-07,Cordless Power Tools,1220,146,20,70,42,20,187,84,173,3,1,4,9,0,1,12,1288,40,241,151,9,Power Tools
2134,14,1,4724,1,16,2018-02-07,Fastening Systems,1872,181,26,42,95,21,84,54,90,4,4,9,9,9,7,15,1646,43,206,155,39,Power Tools
2135,32,1,7074,1,16,2018-02-08,Diamond Tools,821,94,46,91,42,4,162,33,60,52,5,0,5,8,6,11,1753,18,10,166,34,Power Tools
2136,12,1,8578,0,16,2018-02-08,Drilling and Demolition Tools,506,185,24,74,91,6,143,32,168,25,0,1,5,9,9,12,1041,18,220,169,1,Power Tools
2137,1,1,9772,1,16,2018-02-08,Measuring Tools,894,211,31,64,58,2,10,65,169,25,0,10,5,5,9,9,1552,15,28,183,18,Power Tools
2138,46,1,2125,0,16,2018-02-08,Cordless Power Tools,1663,171,28,75,67,10,40,6,127,48,5,6,8,8,10,22,1051,46,3,236,45,Power Tools
2139,7,1,1766,1,16,2018-02-08,Fastening Systems,1914,234,36,84,84,7,230,7,180,25,1,3,3,6,3,18,1166,29,158,256,35,Power Tools
2140,17,1,3347,0,16,2018-02-09,Diamond Tools,1128,177,27,92,58,14,26,41,53,42,5,8,3,0,0,22,1947,45,26,244,7,Power Tools
2141,34,1,1527,0,16,2018-02-09,Drilling and Demolition Tools,631,123,59,69,59,0,144,26,171,15,5,8,9,10,3,21,1684,26,5,269,0,Power Tools
2142,44,1,2448,1,16,2018-02-09,Measuring Tools,816,71,41,83,55,17,250,21,11,7,0,4,7,8,9,15,1858,16,234,270,46,Power Tools
2143,2,1,1501,0,16,2018-02-09,Cordless Power Tools,1009,0,56,73,57,24,36,53,129,46,4,8,5,1,4,1,1337,15,169,215,11,Power Tools
2144,21,1,1940,1,16,2018-02-09,Fastening Systems,1426,111,26,90,65,6,158,12,111,57,1,0,4,5,1,19,1851,33,21,180,50,Power Tools
2145,17,1,7619,1,16,2018-02-10,Diamond Tools,1834,152,28,58,89,28,177,60,153,47,3,6,5,5,0,5,1388,17,41,192,22,Power Tools
2146,48,1,1458,1,16,2018-02-10,Drilling and Demolition Tools,1290,129,52,43,79,17,83,23,28,20,4,3,8,7,7,17,1575,33,71,251,16,Power Tools
2147,17,1,7865,0,16,2018-02-10,Measuring Tools,1420,10,27,84,45,17,204,72,117,17,3,10,9,1,0,7,1528,1,10,170,15,Power Tools
2148,41,1,6249,1,16,2018-02-10,Cordless Power Tools,1962,29,56,58,76,25,112,22,87,15,5,9,10,9,0,5,1824,3,144,223,18,Power Tools
2149,30,1,1382,1,16,2018-02-10,Fastening Systems,1037,188,54,61,92,11,220,43,150,47,5,3,10,5,9,16,1683,9,77,246,27,Power Tools
2150,50,1,6983,0,16,2018-02-11,Diamond Tools,510,57,34,91,80,24,164,13,88,60,2,2,3,3,3,2,1949,43,101,234,28,Power Tools
2151,13,1,8918,0,16,2018-02-11,Drilling and Demolition Tools,1226,59,25,82,40,29,10,65,132,7,0,7,0,0,4,17,1778,30,52,214,4,Power Tools
2152,30,1,2969,1,16,2018-02-11,Measuring Tools,1509,160,55,93,64,20,208,69,117,56,5,5,9,4,4,17,1259,20,236,204,41,Power Tools
2153,37,1,4237,1,16,2018-02-11,Cordless Power Tools,1019,222,31,75,76,17,86,52,24,59,4,2,6,1,10,18,1394,50,32,270,0,Power Tools
2154,23,1,3885,1,16,2018-02-11,Fastening Systems,1174,28,56,42,33,14,136,33,140,32,5,6,3,3,6,20,1438,40,171,269,6,Power Tools
2155,30,1,4898,1,16,2018-02-12,Diamond Tools,1562,139,59,99,100,5,43,5,63,6,5,3,0,4,5,6,1782,26,140,234,26,Power Tools
2156,20,1,6812,1,16,2018-02-12,Drilling and Demolition Tools,1589,2,22,54,55,18,132,32,6,8,0,8,5,10,10,15,1098,7,29,184,25,Power Tools
2157,29,1,4361,1,16,2018-02-12,Measuring Tools,1138,42,50,58,63,10,110,1,19,9,5,4,10,0,8,2,1808,16,12,155,42,Power Tools
2158,28,1,6120,0,16,2018-02-12,Cordless Power Tools,1847,127,45,58,67,21,248,86,112,17,1,3,10,4,5,6,1592,47,61,156,43,Power Tools
2159,4,1,3904,0,16,2018-02-12,Fastening Systems,1630,159,54,80,72,2,182,17,30,11,3,1,10,9,3,5,1947,31,194,197,13,Power Tools
2160,42,1,2513,1,16,2018-02-13,Diamond Tools,580,6,32,97,55,8,120,81,161,4,2,3,4,1,2,24,1774,46,242,247,28,Power Tools
2161,21,1,5357,0,16,2018-02-13,Drilling and Demolition Tools,1809,32,21,83,84,4,216,50,85,47,2,10,6,9,1,20,1499,45,72,237,35,Power Tools
2162,28,1,9422,0,16,2018-02-13,Measuring Tools,824,94,25,95,96,3,145,3,125,35,1,6,5,3,8,3,1742,4,23,206,40,Power Tools
2163,45,1,5111,0,16,2018-02-13,Cordless Power Tools,1019,42,28,54,96,12,45,71,47,32,5,1,6,4,6,21,1094,38,82,192,5,Power Tools
2164,26,1,4742,0,16,2018-02-13,Fastening Systems,665,4,42,74,63,24,203,39,14,4,5,9,7,5,10,23,1717,1,106,214,30,Power Tools
2165,26,1,5984,1,16,2018-02-14,Diamond Tools,1256,105,23,48,31,6,167,89,38,46,2,9,2,0,9,23,1492,27,193,256,37,Power Tools
2166,5,1,3234,0,16,2018-02-14,Drilling and Demolition Tools,591,55,30,85,65,6,221,51,155,3,3,9,10,4,2,10,1655,31,64,257,29,Power Tools
2167,51,1,3623,0,16,2018-02-14,Measuring Tools,1279,79,29,69,94,17,189,50,70,38,5,6,10,2,8,10,1937,41,110,201,48,Power Tools
2168,27,1,3891,0,16,2018-02-14,Cordless Power Tools,694,94,51,69,71,15,62,22,96,40,4,1,4,5,3,1,1043,9,159,189,0,Power Tools
2169,9,1,3299,0,16,2018-02-14,Fastening Systems,1765,149,42,72,83,7,8,44,69,58,3,0,0,0,10,17,1354,17,31,165,48,Power Tools
2170,26,1,6930,1,16,2018-02-15,Diamond Tools,835,42,31,92,79,1,98,23,22,3,2,10,10,0,6,6,1145,3,192,267,24,Power Tools
2171,18,1,3627,0,16,2018-02-15,Drilling and Demolition Tools,1319,122,24,73,75,29,222,42,69,55,5,4,10,2,7,21,1794,30,102,152,47,Power Tools
2172,47,1,6611,0,16,2018-02-15,Measuring Tools,1477,141,35,75,99,30,203,50,176,10,5,0,9,6,0,10,1963,28,189,241,47,Power Tools
2173,4,1,3292,1,16,2018-02-15,Cordless Power Tools,647,241,29,89,80,29,91,70,12,8,1,5,7,6,10,13,1345,2,40,265,8,Power Tools
2174,12,1,1687,1,16,2018-02-15,Fastening Systems,1604,203,47,76,61,14,22,77,61,55,2,1,7,1,4,0,1584,39,146,210,47,Power Tools
2175,38,1,5063,0,16,2018-02-16,Diamond Tools,843,225,27,79,53,22,198,47,121,12,2,0,4,0,7,17,1961,29,184,265,44,Power Tools
2176,30,1,9451,1,16,2018-02-16,Drilling and Demolition Tools,1500,115,42,86,94,15,66,89,74,11,1,6,4,4,8,0,1014,20,99,264,50,Power Tools
2177,31,1,4178,0,16,2018-02-16,Measuring Tools,1843,156,31,90,72,7,207,74,126,46,3,0,0,5,8,14,1034,16,229,235,29,Power Tools
2178,10,1,6680,0,16,2018-02-16,Cordless Power Tools,1746,187,26,48,62,10,28,73,90,35,4,10,5,10,6,16,1915,9,238,194,50,Power Tools
2179,33,1,4805,1,16,2018-02-16,Fastening Systems,1314,23,35,95,38,5,70,67,177,1,5,6,7,9,4,4,1760,24,48,157,27,Power Tools
2180,5,1,9935,1,16,2018-02-17,Diamond Tools,717,128,39,72,80,25,114,55,23,0,5,4,8,2,7,23,1834,10,135,177,41,Power Tools
2181,8,1,7968,1,16,2018-02-17,Drilling and Demolition Tools,1374,100,39,60,38,18,125,47,6,10,1,5,9,2,5,11,1977,15,121,229,13,Power Tools
2182,26,1,4855,1,16,2018-02-17,Measuring Tools,1006,202,56,65,100,12,186,84,94,55,2,2,9,10,5,16,1415,14,35,267,32,Power Tools
2183,13,1,5575,0,16,2018-02-17,Cordless Power Tools,915,229,45,93,69,2,249,90,49,51,5,8,1,4,9,12,1235,48,78,253,30,Power Tools
2184,42,1,5853,0,16,2018-02-17,Fastening Systems,1309,222,25,100,67,16,41,13,53,50,2,0,8,6,3,8,1596,26,209,240,23,Power Tools
2185,35,1,5475,0,16,2018-02-18,Diamond Tools,608,109,51,41,53,15,195,69,72,55,1,9,10,8,6,21,1552,42,56,197,34,Power Tools
2186,48,1,5168,0,16,2018-02-18,Drilling and Demolition Tools,1713,148,47,66,99,6,160,56,60,0,1,1,2,2,9,22,1121,41,88,221,12,Power Tools
2187,7,1,7225,1,16,2018-02-18,Measuring Tools,1944,121,35,66,34,26,18,36,89,32,4,7,10,8,3,17,1225,13,111,158,24,Power Tools
2188,30,1,1646,0,16,2018-02-18,Cordless Power Tools,1205,46,34,78,68,18,49,87,173,58,3,2,2,3,2,18,1628,46,96,167,16,Power Tools
2189,5,1,3172,0,16,2018-02-18,Fastening Systems,1716,115,59,50,57,1,60,22,101,56,2,2,2,10,7,19,1037,2,154,259,15,Power Tools
2190,18,1,7720,1,16,2018-02-19,Diamond Tools,1828,163,41,60,92,17,21,30,127,0,4,4,10,2,9,3,1551,31,73,269,6,Power Tools
2191,45,1,9854,0,16,2018-02-19,Drilling and Demolition Tools,934,238,21,40,32,22,34,69,160,34,5,5,8,10,0,3,1184,9,66,210,10,Power Tools
2192,23,1,2641,0,16,2018-02-19,Measuring Tools,1281,154,53,76,36,11,32,25,61,8,5,6,2,2,0,7,1191,25,225,246,47,Power Tools
2193,33,1,1318,0,16,2018-02-19,Cordless Power Tools,1075,174,36,76,80,25,149,55,54,36,4,10,7,2,8,11,1569,27,156,158,48,Power Tools
2194,37,1,2394,0,16,2018-02-19,Fastening Systems,1601,26,22,95,61,26,77,17,141,57,2,1,3,9,6,10,1723,9,135,256,42,Power Tools
2195,36,1,5009,0,16,2018-02-20,Diamond Tools,703,90,22,98,66,25,137,67,145,44,4,5,0,10,9,0,1070,45,167,185,20,Power Tools
2196,27,1,8455,1,16,2018-02-20,Drilling and Demolition Tools,1137,142,49,72,31,29,19,1,151,50,1,9,7,7,5,2,1540,16,184,155,47,Power Tools
2197,42,1,6032,0,16,2018-02-20,Measuring Tools,577,178,34,87,82,27,42,86,112,39,3,10,0,8,2,4,1146,29,195,270,34,Power Tools
2198,26,1,3464,1,16,2018-02-20,Cordless Power Tools,739,6,29,58,50,10,51,44,85,41,5,5,2,8,5,3,1910,14,30,197,32,Power Tools
2199,36,1,6588,0,16,2018-02-20,Fastening Systems,643,160,46,62,91,12,114,14,69,59,5,5,10,8,1,8,1867,34,168,168,15,Power Tools
2200,27,1,2697,0,16,2018-02-21,Diamond Tools,675,76,31,99,45,30,249,60,16,6,5,6,4,1,9,6,1799,32,58,241,15,Power Tools
2201,29,1,6606,1,16,2018-02-21,Drilling and Demolition Tools,1475,241,39,83,34,3,100,63,131,13,3,0,8,8,6,4,1914,48,115,217,35,Power Tools
2202,32,1,6347,1,16,2018-02-21,Measuring Tools,617,86,30,82,96,13,90,16,109,11,4,3,10,2,3,0,1487,1,102,177,27,Power Tools
2203,42,1,1414,1,16,2018-02-21,Cordless Power Tools,1159,21,58,69,74,6,230,64,161,13,3,3,3,5,6,15,1995,50,247,237,0,Power Tools
2204,45,1,4546,0,16,2018-02-21,Fastening Systems,628,209,50,90,61,3,78,43,156,30,0,5,0,5,9,5,1326,10,140,184,3,Power Tools
2205,26,1,8054,0,16,2018-02-22,Diamond Tools,545,135,52,61,65,18,127,50,83,10,0,8,2,6,5,8,1719,43,144,201,11,Power Tools
2206,31,1,2838,0,16,2018-02-22,Drilling and Demolition Tools,1060,194,27,98,88,7,130,17,130,55,4,8,2,0,7,12,1617,47,220,178,36,Power Tools
2207,7,1,7032,1,16,2018-02-22,Measuring Tools,1146,234,40,44,48,4,84,77,145,17,4,6,6,3,3,5,1244,1,204,254,46,Power Tools
2208,11,1,1831,1,16,2018-02-22,Cordless Power Tools,1890,151,34,45,32,2,28,25,96,12,5,1,6,8,7,17,1120,19,199,248,9,Power Tools
2209,1,1,8236,1,16,2018-02-22,Fastening Systems,1194,153,54,56,59,10,83,56,121,13,5,9,4,2,6,17,1582,40,194,172,18,Power Tools
2210,27,1,6690,1,16,2018-02-23,Diamond Tools,1424,211,41,74,51,4,61,88,61,43,2,0,4,3,6,12,1204,18,178,204,37,Power Tools
2211,22,1,7476,1,16,2018-02-23,Drilling and Demolition Tools,1679,223,46,51,43,19,151,12,44,26,4,2,8,4,3,10,1007,23,234,210,49,Power Tools
